,timestamp,srlevel_std_multiplier,first_std_srl,open,high,low,close,volume,index_price
0,2022-01-01 04:20:00,1.05,0.02,46639.2,46708.3,46614.6,46618.1,296.02,46645.05
1,2022-01-01 05:35:00,1.05,0.02,47393.0,47578.5,47393.0,47484.3,654.22,47462.2
2,2022-01-01 05:45:00,1.05,0.025,47393.0,47578.5,47237.4,47292.0,1376.61,47375.225
3,2022-01-01 07:10:00,1.05,0.02,47055.0,47056.4,46906.5,46969.2,249.49,46996.774999999994
4,2022-01-01 08:30:00,1.05,0.02,47257.7,47347.0,47257.7,47314.7,150.70000000000002,47294.274999999994
5,2022-01-01 10:40:00,1.05,0.02,46756.6,46850.0,46710.4,46826.8,351.77,46785.95
6,2022-01-01 10:45:00,1.05,0.025,46862.0,47028.4,46710.4,46982.0,1403.37,46895.7
7,2022-01-01 13:20:00,1.05,0.02,47138.9,47208.4,47091.8,47144.1,167.76,47145.8
8,2022-01-01 14:40:00,1.05,0.02,46892.8,46926.7,46845.1,46900.1,129.74,46891.175
9,2022-01-01 17:50:00,1.05,0.02,47849.2,47947.0,47733.0,47769.9,435.24,47824.775
10,2022-01-01 18:00:00,1.05,0.025,47254.3,47947.0,47215.6,47753.5,3586.56,47542.6
11,2022-01-01 18:00:00,1.05,0.025,47849.2,47947.0,47668.9,47753.5,838.88,47804.65
12,2022-01-01 18:00:00,1.05,0.025,47323.2,47947.0,47323.1,47753.5,2998.18,47586.7
13,2022-01-01 20:20:00,1.05,0.02,47322.1,47354.9,47243.9,47336.0,167.07999999999998,47314.225
14,2022-01-01 22:15:00,1.05,0.02,47311.3,47329.1,47212.7,47264.6,145.23000000000002,47279.424999999996
15,2022-01-01 22:15:00,1.05,0.025,47330.3,47371.1,47212.7,47264.6,321.71999999999997,47294.674999999996
16,2022-01-01 23:55:00,1.05,0.02,47574.1,47829.0,47541.1,47695.3,538.21,47659.875
17,2022-01-02 00:00:00,1.05,0.025,47504.3,47829.0,47504.3,47723.2,1011.41,47640.2
18,2022-01-02 03:40:00,1.05,0.02,47470.9,47477.9,47422.6,47434.4,115.38,47451.45
19,2022-01-02 04:55:00,1.05,0.02,46964.5,46973.3,46777.0,46823.0,730.12,46884.45
20,2022-01-02 05:00:00,1.05,0.025,47166.8,47178.1,46777.0,46914.8,2823.74,47009.175
21,2022-01-02 05:00:00,1.05,0.025,47318.6,47395.5,46777.0,46914.8,3923.32,47101.475000000006
22,2022-01-02 07:40:00,1.05,0.02,47228.6,47311.5,47213.1,47229.5,232.20999999999998,47245.675
23,2022-01-02 08:15:00,1.05,0.02,47045.9,47063.6,46977.2,47063.6,179.62,47037.575000000004
24,2022-01-02 09:25:00,1.05,0.02,47219.4,47520.0,47219.4,47396.4,964.16,47338.799999999996
25,2022-01-02 09:30:00,1.05,0.025,47217.7,47520.0,47180.2,47339.3,1468.3500000000001,47314.3
26,2022-01-02 12:10:00,1.05,0.02,47094.4,47096.8,47000.0,47091.7,469.38,47070.725000000006
27,2022-01-02 12:45:00,1.05,0.02,47352.8,47472.0,47300.6,47309.9,502.52,47358.825
28,2022-01-02 14:30:00,1.05,0.02,47067.6,47117.4,47010.0,47064.1,280.18,47064.775
29,2022-01-02 17:05:00,1.05,0.02,47792.8,48003.6,47792.5,47823.5,1089.67,47853.1
30,2022-01-02 17:15:00,1.05,0.025,47792.8,48003.6,47530.0,47568.4,2421.9300000000003,47723.7
31,2022-01-02 17:30:00,1.05,0.025,47792.8,48003.6,47491.2,47642.5,3261.48,47732.524999999994
32,2022-01-02 18:00:00,1.05,0.025,47792.8,48003.6,47313.2,47408.1,4435.59,47629.424999999996
33,2022-01-02 18:00:00,1.05,0.025,47344.2,48003.6,47269.3,47408.1,8798.59,47506.299999999996
34,2022-01-02 18:35:00,1.05,0.02,46937.9,46938.0,46651.0,46733.1,1356.41,46815.0
35,2022-01-02 18:45:00,1.05,0.025,46937.9,47012.1,46651.0,46908.2,2688.9,46877.3
36,2022-01-02 19:00:00,1.05,0.025,46937.9,47088.0,46651.0,47059.6,3604.9300000000003,46934.125
37,2022-01-02 19:00:00,1.05,0.025,47408.1,47408.2,46651.0,47059.6,6051.66,47131.725
38,2022-01-02 20:00:00,1.05,0.025,47344.2,48003.6,46651.0,46917.1,17228.57,47228.975
39,2022-01-02 23:35:00,1.05,0.02,47412.1,47484.8,47400.0,47400.1,174.84,47424.25
40,2022-01-02 23:45:00,1.05,0.025,47412.1,47484.8,47315.0,47362.6,402.45,47393.625
41,2022-01-03 03:50:00,1.05,0.02,46803.7,46803.8,46730.0,46757.1,218.35,46773.65
42,2022-01-03 04:00:00,1.05,0.025,46803.7,46862.5,46730.0,46810.0,523.0,46801.55
43,2022-01-03 05:45:00,1.05,0.02,47109.9,47235.4,47109.6,47155.4,433.3,47152.575
44,2022-01-03 08:10:00,1.05,0.02,47107.5,47138.7,47023.5,47032.5,209.85,47075.55
45,2022-01-03 09:35:00,1.05,0.02,46824.0,46853.7,46783.0,46840.2,225.24,46825.225000000006
46,2022-01-03 12:20:00,1.05,0.02,47480.0,47570.0,47443.8,47475.7,515.67,47492.375
47,2022-01-03 12:30:00,1.05,0.025,47363.0,47570.0,47237.4,47381.7,2448.56,47388.024999999994
48,2022-01-03 12:30:00,1.05,0.025,47480.0,47570.0,47325.0,47381.7,1096.8700000000001,47439.175
49,2022-01-03 13:00:00,1.05,0.025,47363.0,47570.0,47171.7,47200.0,3543.63,47326.175
50,2022-01-03 16:30:00,1.05,0.02,46329.4,46429.2,46261.0,46398.6,733.16,46354.55
51,2022-01-03 20:45:00,1.05,0.02,45813.4,45833.0,45681.0,45783.4,469.08,45777.7
